time,source,match_tier,score,title,company,location,description,link
2026-08-29T02:21:08.840347Z,bms:toxicology,borderline,56,Director  Biology Group Lead,Bristol Myers Squibb,San Diego  CA  US,At RayzeBio  every day is an opportunity to ignite meaningful change. As a wholly-owned subsidiary of Bristol Myers Squibb  RayzeBio blends the nimble  pioneering spirit of an emergent biotech with the global expertise and resources of a leading innovator in oncology. Our mission is to develop transformative radiopharmaceutical therapies that offer new hope for patients living with cancer. Here  you’ll join a multidisciplinary team where your ideas are valued  your expertise is amplified  and collaboration is at the heart of everything we do. From day one  expect to make an immediate impact—on our science  on our teams  and most importantly  on patients. Learn more about RayzeBio: https://careers.bms.com/rayzebio/ We are seeking an accomplished scientific leader to lead our biology organization. This individual will oversee target discovery  target validation  pharmacology  and candidate selection activities across our radiopharmaceutical discovery portfolio. The successful candidate will provide scientific vision  organizational leadership  and strategic direction while fostering a collaborative  innovative  and execution-focused research environment. Position Summary: The Director  Biology Group Lead will lead biology organization responsible for discovering and validating novel targets and advancing differentiated radiopharmaceutical candidates from target identification through IND-enabling studies. This individual will establish biology strategies across the discovery po,https://jobs.bms.com/careers/job/137482709531
2026-08-29T02:21:08.840347Z,bms:toxicology,borderline,56,Associate Director  In-Vivo Pharmacology,Bristol Myers Squibb,San Diego  CA  US,At RayzeBio  every day is an opportunity to ignite meaningful change. As a wholly-owned subsidiary of Bristol Myers Squibb  RayzeBio blends the nimble  pioneering spirit of an emergent biotech with the global expertise and resources of a leading innovator in oncology. Our mission is to develop transformative radiopharmaceutical therapies that offer new hope for patients living with cancer. Here  you’ll join a multidisciplinary team where your ideas are valued  your expertise is amplified  and collaboration is at the heart of everything we do. From day one  expect to make an immediate impact—on our science  on our teams  and most importantly  on patients. Learn more about RayzeBio: https://careers.bms.com/rayzebio/ RayzeBio is seeking an Associate Director  In‑Vivo Pharmacology to provide scientific and operational leadership across oncology programs with a focus on radiopharmaceutical therapeutics (RPTs). This role provides functional leadership to senior scientists to design and execute high‑quality in‑vivo studies that inform program strategy from discovery through IND‑enabling development. The Associate Director will set direction  ensure alignment  and drive high‑quality decision‑making  while maintaining accountability for vivarium operations  animal welfare  and regulatory compliance (IACUC/AALAC). This is a highly cross‑functional role that operates close to the science without serving as the primary experimentalist. The ideal candidate combines deep expertise in oncol,https://jobs.bms.com/careers/job/137480506396
2026-08-29T02:21:08.840347Z,bms:toxicology,borderline,56,Associate Director Global Regulatory Sciences - Oncology,Bristol Myers Squibb,Princeton  NJ  US  Cambridge  MA  US,Working with Us Challenging. Meaningful. Life-changing. Those aren’t words that are usually associated with a job. But working at Bristol Myers Squibb is anything but usual. Here  uniquely interesting work happens every day  in every department. From optimizing a production line to the latest breakthroughs in cell therapy  this is work that transforms the lives of patients  and the careers of those who do it. You’ll get the chance to grow and thrive through opportunities uncommon in scale and scope  alongside high-achieving teams. Take your career farther than you thought possible. Bristol Myers Squibb recognizes the importance of balance and flexibility in our work environment. We offer a wide variety of competitive benefits  services and programs that provide our employees with the resources to pursue their goals  both at work and in their personal lives. Read more: careers.bms.com/working-with-us . Associate Director  Global Regulatory Strategy  Hematology/Oncology Position Responsibilities as a Global and US Regulatory Lead In conjunction with the Team leader; develop global regulatory strategy in development and through life cycle management taking into account all relevant guidance  commercial needs  and company objectives. Lead regulatory dossier submissions to global and/or FDA (IND  BLA  NDA  and supplements) utilizing internal and external resources; ensure appropriate quality controls in place for compliant submissions. Work with cross-functional groups to define a,https://jobs.bms.com/careers/job/137481512607
2026-08-29T02:21:08.840347Z,bms:toxicology,borderline,56,Senior Scientist  Cancer Immunology Translational Research,Bristol Myers Squibb,Cambridge  MA  US,Working with Us Challenging. Meaningful. Life-changing. Those aren’t words that are usually associated with a job. But working at Bristol Myers Squibb is anything but usual. Here  uniquely interesting work happens every day  in every department. From optimizing a production line to the latest breakthroughs in cell therapy  this is work that transforms the lives of patients  and the careers of those who do it. You’ll get the chance to grow and thrive through opportunities uncommon in scale and scope  alongside high-achieving teams. Take your career farther than you thought possible. Bristol Myers Squibb recognizes the importance of balance and flexibility in our work environment. We offer a wide variety of competitive benefits  services and programs that provide our employees with the resources to pursue their goals  both at work and in their personal lives. Read more: careers.bms.com/working-with-us . The Oncology Thematic Research Center at BMS is a key research and early development engine  responsible for the discovery and development of novel oncology therapeutics for patients. Centered at our state-of-the-art research sites in Cambridge and Seattle  scientists focus on novel targets and pathways for tumors that are refractory to current therapies. With a deep understanding of the causal human biology  we are able to leverage our multiple modality platforms to best match the modality to the mechanism and desired outcome. We are a fully integrated drug discovery through tr,https://jobs.bms.com/careers/job/137478863880
2026-08-29T02:21:08.840347Z,bms:toxicology,borderline,50,Senior Scientist  Translational Research (Oncology TRC),Bristol Myers Squibb,Cambridge  MA  US,Working with Us Challenging. Meaningful. Life-changing. Those aren’t words that are usually associated with a job. But working at Bristol Myers Squibb is anything but usual. Here  uniquely interesting work happens every day  in every department. From optimizing a production line to the latest breakthroughs in cell therapy  this is work that transforms the lives of patients  and the careers of those who do it. You’ll get the chance to grow and thrive through opportunities uncommon in scale and scope  alongside high-achieving teams. Take your career farther than you thought possible. Bristol Myers Squibb recognizes the importance of balance and flexibility in our work environment. We offer a wide variety of competitive benefits  services and programs that provide our employees with the resources to pursue their goals  both at work and in their personal lives. Read more: careers.bms.com/working-with-us . The Oncology Thematic Research Center at BMS is a key research and early development engine  responsible for the discovery and development of novel oncology therapeutics for patients. Centered at our state-of-the-art research sites in Cambridge and Seattle  scientists focus on novel targets and pathways for tumors that are refractory to current therapies. With a deep understanding of the causal human biology  we are able to leverage our multiple modality platforms to best match the modality to the mechanism and desired outcome. We are a fully integrated drug discovery through tr,https://jobs.bms.com/careers/job/137482601510
2026-08-29T02:21:08.840347Z,bms:safety assessment,strong,86,Executive Director  Medical Safety Assessment Therapeutic Lead  Neuroscience,Bristol Myers Squibb,Princeton  NJ  US  Madison  NJ  US,Working with Us Challenging. Meaningful. Life-changing. Those aren’t words that are usually associated with a job. But working at Bristol Myers Squibb is anything but usual. Here  uniquely interesting work happens every day  in every department. From optimizing a production line to the latest breakthroughs in cell therapy  this is work that transforms the lives of patients  and the careers of those who do it. You’ll get the chance to grow and thrive through opportunities uncommon in scale and scope  alongside high-achieving teams. Take your career farther than you thought possible. Bristol Myers Squibb recognizes the importance of balance and flexibility in our work environment. We offer a wide variety of competitive benefits  services and programs that provide our employees with the resources to pursue their goals  both at work and in their personal lives. Read more: careers.bms.com/working-with-us . Functional Area Description The Worldwide Patient Safety (WWPS) group is responsible for ensuring the safety of our medicines. WWPS pharmacovigilance and pharmacoepidemiology deliverables include single case and aggregate safety monitoring  safety reporting  contributing to benefit-risk assessment  risk management planning and strategy  execution of certain postmarketing commitments  and ensuring compliance with global regulatory requirements. Position Summary Provide strategic oversight &amp; delivery of medical safety assessment for assets in therapeutic area (TA) by effective,https://jobs.bms.com/careers/job/137480982147
2026-08-29T02:21:08.840347Z,bms:safety assessment,strong,80,Director  Medical Safety Assessment Physician,Bristol Myers Squibb,Princeton  NJ  US  Madison  NJ  US,Working with Us Challenging. Meaningful. Life-changing. Those aren’t words that are usually associated with a job. But working at Bristol Myers Squibb is anything but usual. Here  uniquely interesting work happens every day  in every department. From optimizing a production line to the latest breakthroughs in cell therapy  this is work that transforms the lives of patients  and the careers of those who do it. You’ll get the chance to grow and thrive through opportunities uncommon in scale and scope  alongside high-achieving teams. Take your career farther than you thought possible. Bristol Myers Squibb recognizes the importance of balance and flexibility in our work environment. We offer a wide variety of competitive benefits  services and programs that provide our employees with the resources to pursue their goals  both at work and in their personal lives. Read more: careers.bms.com/working-with-us . Position Summary Lead safety activities and benefit-risk strategies for assigned BMS compounds/ program and chair the product Safety Management Team(s). Oversee  Prepare  and/or Review aggregate safety review documents as well as safety sections of relevant clinical trial documents and regulatory filings. Lead team in the evaluation &amp; management of signals emerging from any data source. Develop strategy for signal evaluation and document outcome. Lead safety labeling activities for assigned products/ program. Act as the Safety Subject Matter Expert for input to regulatory pr,https://jobs.bms.com/careers/job/137481072900
2026-08-29T02:21:08.840347Z,bms:safety assessment,strong,74,Director  Medical Safety Assessment Physician  Neuroscience,Bristol Myers Squibb,Princeton  NJ  US  Cambridge  MA  US  Madison  NJ  US,Working with Us Challenging. Meaningful. Life-changing. Those aren’t words that are usually associated with a job. But working at Bristol Myers Squibb is anything but usual. Here  uniquely interesting work happens every day  in every department. From optimizing a production line to the latest breakthroughs in cell therapy  this is work that transforms the lives of patients  and the careers of those who do it. You’ll get the chance to grow and thrive through opportunities uncommon in scale and scope  alongside high-achieving teams. Take your career farther than you thought possible. Bristol Myers Squibb recognizes the importance of balance and flexibility in our work environment. We offer a wide variety of competitive benefits  services and programs that provide our employees with the resources to pursue their goals  both at work and in their personal lives. Read more: careers.bms.com/working-with-us . Position Summary Lead safety activities and benefit-risk strategies for assigned BMS compounds/ program and chair the product Safety Management Team(s). Oversee  prepare and/or review aggregate safety review documents as well as safety sections of relevant clinical trial documents and regulatory filings. Lead team in the evaluation &amp; management of safety signals emerging from any data source. Develop strategy for signal evaluation and document outcome. Lead safety labeling activities for assigned products / program. Act as the Safety Subject Matter Expert for input to regula,https://jobs.bms.com/careers/job/137480712805
2026-08-29T02:21:08.840347Z,bms:safety assessment,strong,80,Director  Medical Safety Assessment Physician,Bristol Myers Squibb,Princeton  NJ  US  Madison  NJ  US,Working with Us Challenging. Meaningful. Life-changing. Those aren’t words that are usually associated with a job. But working at Bristol Myers Squibb is anything but usual. Here  uniquely interesting work happens every day  in every department. From optimizing a production line to the latest breakthroughs in cell therapy  this is work that transforms the lives of patients  and the careers of those who do it. You’ll get the chance to grow and thrive through opportunities uncommon in scale and scope  alongside high-achieving teams. Take your career farther than you thought possible. Bristol Myers Squibb recognizes the importance of balance and flexibility in our work environment. We offer a wide variety of competitive benefits  services and programs that provide our employees with the resources to pursue their goals  both at work and in their personal lives. Read more: careers.bms.com/working-with-us . Position Summary Lead safety activities and benefit-risk strategies for assigned BMS compounds/ program and chair the product Safety Management Team(s). Oversee  Prepare  and/or Review aggregate safety review documents as well as safety sections of relevant clinical trial documents and regulatory filings. Lead team in the evaluation &amp; management of signals emerging from any data source. Develop strategy for signal evaluation and document outcome. Lead safety labeling activities for assigned products/ program. Act as the Safety Subject Matter Expert for input to regulatory pr,https://jobs.bms.com/careers/job/137481072904
2026-08-29T02:21:08.840347Z,lilly:toxicology,strong,74,Advisor / Senior Advisor  CNS/PNS NAMs – Investigative Toxicology,100 Eli Lilly and Company,US: Indianapolis IN Corporate Center  United States of America,At Lilly  the work is demanding because patients are waiting. We unite caring with discovery to help make life better for people around the world  knowing that every decision  every detail  and every day matters. Headquartered in Indianapolis  Indiana  our over 50 000 employees around the globe take on complex challenges to discover and deliver life-changing medicines  strengthen how health is understood and managed  and support the communities we serve. This is hard  urgent  selfless work—but it’s work worth doing. If you’re driven by purpose and ready to bring your best to work that truly matters for patients  we invite you to join us. Position Overview We are seeking a highly motivated and innovative scientist to join the New Approach Methodologies (NAMs)/Complex In Vitro Models (CIVMs) pillar within Lilly’s Investigative Toxicology group. This individual contributor  primarily laboratory-based role sits within an integrated group where in vitro and in vivo safety science are united under a single leadership  enabling seamless translational science across the drug discovery continuum. The successful candidate will serve as the primary scientific contributor to Lilly’s CNS/PNS safety NAMs capability - designing  qualifying  and applying advanced human-relevant in vitro models to detect  characterize  and mechanistically understand compound-induced liabilities across the central nervous system (CNS)  peripheral nervous system (PNS)  and blood-brain barrier (BBB). Liabilities,https://lilly.wd115.myworkdayjobs.com/LLY/job/US-Indianapolis-IN/Advisor---Senior-Advisor--CNS-PNS-NAMs---Investigative-Toxicology_R-107871
2026-08-29T02:21:08.840347Z,lilly:toxicology,strong,86,Advisor / Senior Advisor  Cardiovascular NAMs – Investigative Toxicology,100 Eli Lilly and Company,US: Indianapolis IN Corporate Center  United States of America,At Lilly  the work is demanding because patients are waiting. We unite caring with discovery to help make life better for people around the world  knowing that every decision  every detail  and every day matters. Headquartered in Indianapolis  Indiana  our over 50 000 employees around the globe take on complex challenges to discover and deliver life-changing medicines  strengthen how health is understood and managed  and support the communities we serve. This is hard  urgent  selfless work—but it’s work worth doing. If you’re driven by purpose and ready to bring your best to work that truly matters for patients  we invite you to join us. Position Overview We are seeking a scientist to join the New Approach Methodologies (NAMs)/Complex In Vitro Models (CIVMs) pillar within Lilly’s Investigative Toxicology group. This individual contributor  primarily laboratory-based role sits within an integrated group where in vitro and in vivo safety science operate under a single leadership  enabling seamless translational science across the drug discovery continuum. The successful candidate will anchor Lilly’s cardiovascular safety NAMs capability – crafting  qualifying  and applying sophisticated human-relevant in vitro models to detect  characterize  and mechanistically understand compound-induced liabilities across the full cardiovascular system. Liabilities of primary interest span cardiac and vascular biology: proarrhythmia and ion channel perturbation  drug-induced cardiomyopathy (s,https://lilly.wd115.myworkdayjobs.com/LLY/job/US-Indianapolis-IN/Advisor---Senior-Advisor--Cardiovascular-NAMs---Investigative-Toxicology_R-107876-1
2026-08-29T02:21:08.840347Z,lilly:toxicology,borderline,56,Advisor – Process Engineer. Lilly Medicine Foundry,100 Eli Lilly and Company,US: Lebanon IN Lilly Medicine Foundry  United States of America,At Lilly  we unite caring with discovery to make life better for people around the world. We are a global healthcare leader headquartered in Indianapolis  Indiana. Our employees around the world work to discover and bring life-changing medicines to those who need them  improve the understanding and management of disease  and give back to our communities through philanthropy and volunteerism. We give our best effort to our work  and we put people first. We’re looking for people who are determined to make life better for people around the world. At Lilly  we unite caring with discovery to make life better for people around the world. We are a global healthcare leader headquartered in Indianapolis  Indiana. Our employees around the world work to discover and bring life-changing medicines to those who need them  improve the understanding and management of disease  and give back to our communities through philanthropy and volunteerism. We give our best effort to our work  and we put people first. We're looking for people who are determined to make life better for people around the world. Lilly recently announced a $4.5 billion investment to create the Lilly Medicine Foundry  a new center for advanced manufacturing and drug development. The first-ever facility of its kind  combining research and manufacturing in a single location  the Medicine Foundry will allow Lilly to further develop innovative solutions to optimize manufacturing processes and increase capacity for clinical tria,https://lilly.wd115.myworkdayjobs.com/LLY/job/US-Lebanon-IN/Advisor---Process-Engineer-Lilly-Medicine-Foundry_R-102453
2026-08-29T02:21:08.840347Z,lilly:toxicology,borderline,56,Director - ADME Project Leadership,100 Eli Lilly and Company,US: Indianapolis IN Corporate Center  United States of America,At Lilly  the work is demanding because patients are waiting. We unite caring with discovery to help make life better for people around the world  knowing that every decision  every detail  and every day matters. Headquartered in Indianapolis  Indiana  our over 50 000 employees around the globe take on complex challenges to discover and deliver life-changing medicines  strengthen how health is understood and managed  and support the communities we serve. This is hard  urgent  selfless work—but it’s work worth doing. If you’re driven by purpose and ready to bring your best to work that truly matters for patients  we invite you to join us. Lilly’s Drug Disposition team is searching for an experienced pharmaceutical scientist to lead the application of absorption  distribution  metabolism  excretion (ADME) science to advance our portfolio. Working on cross-functional teams  our diverse group is multidisciplinary  applying in vitro  in vivo  and in silico approaches to mechanistically study the pharmacokinetics  absorption  and disposition of small molecules  biologics/antibodies  peptides  ADCs  siRNAs  gene therapies  and other complex modalities. You will serve as technical leader within the department and across portfolio cross-functional teams. This role will require engaging in experimental design and data interpretation to deliver the discovery and development portfolio of investigational targets and novel therapeutics. We are passionate about making an impact in the lives,https://lilly.wd115.myworkdayjobs.com/LLY/job/US-Indianapolis-IN/Director---ADME-Project-Leadership_R-110508
2026-08-29T02:21:08.840347Z,lilly:toxicology,borderline,50,Advisor - RNA Chemistry,100 Eli Lilly and Company,US: Indianapolis IN Corporate Center  United States of America,At Lilly  the work is demanding because patients are waiting. We unite caring with discovery to help make life better for people around the world  knowing that every decision  every detail  and every day matters. Headquartered in Indianapolis  Indiana  our over 50 000 employees around the globe take on complex challenges to discover and deliver life-changing medicines  strengthen how health is understood and managed  and support the communities we serve. This is hard  urgent  selfless work—but it’s work worth doing. If you’re driven by purpose and ready to bring your best to work that truly matters for patients  we invite you to join us. The Lilly Genetic Medicine group is at the forefront of oligonucleotide medicinal chemistry research and synthetic chemistry innovation  with the goal of establishing Lilly as a leader in genetic medicine. Our group is engaged in a broad range of scientific efforts spanning the full arc of oligonucleotide drug discovery: from the design and synthesis of siRNA and antisense oligonucleotide (ASO) molecules on active drug discovery projects  to fundamental platform science aimed at making better medicines. This includes investigating novel chemical modifications to enhance the potency  selectivity  and durability of siRNA molecules  as well as pioneering new delivery strategies using a variety of ligands to direct oligonucleotide medicines to specific tissues and cell types. We work in close collaboration with in vitro and in vivo biology  ADME ,https://lilly.wd115.myworkdayjobs.com/LLY/job/US-Indianapolis-IN/Advisor---RNA-Chemistry_R-107494
